100.0000000000;0.0000000000
110.0000000000;0.0000000000
120.0000000000;0.0000000000
130.0000000000;0.0000000000
140.0000000000;0.0000000000
150.0000000000;0.0000000000
160.0000000000;0.0000000000
170.0000000000;0.0000000000
180.0000000000;0.0000000000
190.0000000000;0.0000000000
200.0000000000;0.0000001789
210.0000000000;0.0001099915
220.0000000000;0.0171576152
230.0000000000;0.9123398347
240.0000000000;20.2195773986
250.0000000000;216.7188196064
260.0000000000;1268.4065781491
270.0000000000;4493.7249735213
280.0000000000;10517.6291184503
290.0000000000;17505.3423122736
300.0000000000;22038.8790402062
310.0000000000;22109.1643721813
320.0000000000;18483.8621978817
330.0000000000;13436.4082097522
340.0000000000;8970.1243486023
350.0000000000;6131.7859756824
360.0000000000;5240.5253299690
370.0000000000;6277.2360142932
380.0000000000;9053.2712767868
390.0000000000;13197.0612244938
400.0000000000;18128.3468674233
410.0000000000;23121.4443577600
420.0000000000;27449.6713627515
430.0000000000;30542.2071564212
440.0000000000;32086.9428790047
450.0000000000;32051.0144483509
460.0000000000;30630.4930518792
470.0000000000;28162.2596635466
480.0000000000;25032.2459687516
490.0000000000;21603.0585587024
500.0000000000;18170.0335085889
510.0000000000;14944.0647632763
520.0000000000;12054.0156900375
530.0000000000;9560.3446881903
540.0000000000;7472.9611484643
550.0000000000;5768.6433083161
560.0000000000;4405.5544420419
570.0000000000;3334.0286141418
580.0000000000;2503.7916869042
590.0000000000;1868.2583189591
600.0000000000;1386.6752236605
610.0000000000;1024.8196291242
620.0000000000;754.8199538049
630.0000000000;554.5095643921
640.0000000000;406.5872313892
650.0000000000;297.7513624648
660.0000000000;217.8994401212
670.0000000000;159.4343099788
680.0000000000;116.6886495861
690.0000000000;85.4621574400
700.0000000000;62.6579865775
710.0000000000;46.0022400224
720.0000000000;33.8305888245
730.0000000000;24.9277605312
740.0000000000;18.4078730623
750.0000000000;13.6258544037
760.0000000000;10.1122436524
770.0000000000;7.5254154063
780.0000000000;5.6166920969
790.0000000000;4.2049338471
800.0000000000;3.1580659556
