100.0000000000;0.0000000000
110.0000000000;0.0000000000
120.0000000000;0.0000000000
130.0000000000;0.0000000000
140.0000000000;0.0000000000
150.0000000000;0.0000000000
160.0000000000;0.0000000000
170.0000000000;0.0000000000
180.0000000000;0.0000000000
190.0000000000;0.0000000000
200.0000000000;0.0000000229
210.0000000000;0.0000304081
220.0000000000;0.0081794993
230.0000000000;0.6173689381
240.0000000000;16.8485952749
250.0000000000;202.7818860377
260.0000000000;1259.1009511889
270.0000000000;4569.5513587277
280.0000000000;10713.2605588957
290.0000000000;17590.0112229878
300.0000000000;21597.2148343427
310.0000000000;20926.3145202933
320.0000000000;16739.9302543293
330.0000000000;11520.3105286192
340.0000000000;7183.8212618721
350.0000000000;4545.8527734810
360.0000000000;3733.1250814077
370.0000000000;4667.9779886771
380.0000000000;7241.5969300717
390.0000000000;11245.5989196624
400.0000000000;16265.0015788794
410.0000000000;21669.5820821993
420.0000000000;26724.1293338854
430.0000000000;30756.6112704655
440.0000000000;33303.8116349555
450.0000000000;34182.1774739078
460.0000000000;33475.4137354034
470.0000000000;31463.1799638748
480.0000000000;28526.9489081416
490.0000000000;25063.5247410696
500.0000000000;21423.3457733868
510.0000000000;17877.6674107188
520.0000000000;14610.1471528122
530.0000000000;11724.7702533675
540.0000000000;9262.0973158229
550.0000000000;7217.7020503077
560.0000000000;5559.0064060246
570.0000000000;4238.7250078051
580.0000000000;3204.5168778784
590.0000000000;2405.2281312230
600.0000000000;1794.4426157243
610.0000000000;1332.1067111438
620.0000000000;984.8971914789
630.0000000000;725.8500000699
640.0000000000;533.6160904163
650.0000000000;391.5827966732
660.0000000000;287.0027273965
670.0000000000;210.2050439088
680.0000000000;153.9206056236
690.0000000000;112.7265685695
700.0000000000;82.6020784488
710.0000000000;60.5803947568
720.0000000000;44.4810261233
730.0000000000;32.7061739145
740.0000000000;24.0876604723
750.0000000000;17.7727841636
760.0000000000;13.1397723116
770.0000000000;9.7354916814
780.0000000000;7.2297504595
790.0000000000;5.3818820352
800.0000000000;4.0163701347
