47  
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
450.35  0.8441
350.85  0.0055
312.33  0.0716
306.68  0.0031
302.16  0.4718
449.89  0.8913
348.61  0.0049
313.99  0.0987
307.38  0.0001
302.62  0.4513
444.97  0.8551
336.26  0.0082
318.37  0.1147
308.25  0.0247
306.65  0.4117
439.04  0.8484
331.71  0.0007
310.56  0.0700
306.46  0.0020
302.00  0.5590
448.63  0.8421
335.53  0.0040
315.42  0.0746
307.45  0.1525
304.97  0.3556
444.75  0.8912
332.83  0.0061
317.53  0.1329
305.73  0.1919
302.46  0.2584
434.09  0.7284
319.41  0.0366
308.73  0.0901
305.69  0.0118
304.16  0.5060
444.38  0.8098
334.69  0.0035
312.69  0.0428
306.31  0.0220
303.31  0.5399
442.43  0.8653
337.27  0.0004
312.47  0.0729
306.07  0.0329
301.11  0.4930
438.19  0.8575
324.04  0.0034
311.02  0.0747
306.51  0.0042
302.61  0.5548
439.89  0.8188
326.23  0.0025
312.11  0.0989
305.68  0.0129
301.16  0.5416
440.99  0.7761
319.70  0.0044
312.08  0.1138
306.23  0.0110
302.99  0.5430
423.89  0.7740
315.67  0.0009
309.59  0.0592
305.60  0.0039
302.52  0.5582
447.55  0.8329
337.24  0.0002
319.68  0.0471
309.00  0.3059
292.72  0.2463
443.91  0.8598
337.69  0.0015
317.55  0.1299
307.90  0.0195
306.20  0.3957
452.27  0.8571
347.71  0.0053
319.25  0.1238
305.28  0.1290
303.31  0.2835
445.11  0.8072
328.91  0.0156
311.10  0.0649
305.51  0.0941
301.57  0.4486
436.64  0.8707
330.44  0.0027
314.09  0.1166
305.42  0.0185
300.59  0.4061
431.80  0.7551
318.43  0.0035
313.90  0.0725
309.44  0.2997
300.28  0.3091
445.21  0.8325
328.61  0.0078
318.88  0.0653
311.37  0.3426
297.46  0.1779
444.30  0.8304
328.92  0.0051
312.59  0.0864
305.99  0.0043
302.63  0.5209
440.30  0.8439
333.21  0.0006
312.21  0.0596
306.49  0.0431
302.64  0.4892
444.45  0.8374
338.63  0.0000
314.82  0.0710
308.34  0.0001
304.15  0.5132
443.00  0.7964
337.49  0.0032
313.43  0.0679
306.16  0.1962
297.26  0.3148
447.78  0.8120
329.67  0.0129
319.44  0.0627
308.45  0.3339
290.31  0.2228
453.56  0.8043
336.81  0.0004
318.55  0.0529
309.80  0.3063
295.06  0.2715
438.30  0.7789
324.62  0.0122
313.04  0.0658
306.64  0.1559
302.91  0.3930
450.47  0.8433
342.17  0.0011
315.80  0.0558
308.40  0.2407
299.34  0.3143
437.37  0.8136
315.95  0.0099
309.18  0.1101
306.22  0.0214
302.30  0.5146
431.48  0.7980
319.83  0.0030
310.72  0.0734
306.29  0.0171
301.28  0.5644
460.04  0.8312
337.61  0.0124
315.15  0.0458
306.06  0.0992
305.44  0.4774
430.66  0.8072
320.09  0.0029
309.46  0.0551
307.14  0.0185
302.04  0.5314
511.10  0.0041
456.93  0.7888
351.04  0.0004
323.51  0.1305
313.66  0.0050
455.75  0.8405
349.40  0.0117
317.06  0.1272
307.82  0.4123
306.62  0.0172
437.72  0.8261
330.77  0.0000
313.31  0.0502
307.79  0.2255
299.85  0.3562
458.69  0.7464
342.75  0.0698
314.00  0.0850
306.57  0.1819
302.91  0.3097
444.82  0.8481
336.06  0.0004
311.34  0.0572
306.01  0.0027
302.92  0.5479
454.50  0.8514
350.71  0.0004
322.36  0.0447
309.42  0.3039
288.93  0.1810
467.41  0.0447
342.55  0.5488
305.56  0.0003
295.88  0.0168
282.00  0.0860
567.30  0.0018
440.44  0.6937
321.88  0.1597
314.71  0.0078
306.13  0.0493
461.63  0.8546
358.78  0.0023
317.69  0.0722
307.50  0.0352
301.54  0.4275
444.66  0.8387
333.62  0.0019
313.76  0.0914
307.14  0.0061
302.99  0.5215
458.03  0.9108
346.76  0.0140
313.97  0.0632
308.21  0.1145
304.71  0.4573
449.42  0.8405
330.40  0.0048
317.49  0.1346
309.46  0.4331
306.81  0.0513
432.24  0.7929
320.19  0.0134
309.03  0.0631
305.43  0.0012
301.89  0.5822
446.53  0.9012
347.15  0.0003
313.19  0.0999
305.84  0.0088
301.50  0.4187
449.07  0.8648
342.68  0.0027
312.71  0.0592
306.83  0.0201
302.43  0.5209
